ID;weight;height;age;dateOfBirth;fullName;gender;smoking;drinking
2ETCUQF1;72;161;72;1945-10-06;k g;MALE;Yes;No
FUSPFU0D;70;162;70;1947-10-15;j o;MALE;Yes;Yes
YQSE6GE6;65;192;21;1996-10-15;c l;FEMALE;Yes;No
B2EHQOYJ;88;166;68;1949-04-30;j l;MALE;Yes;No
KM6RP39J;100;185;51;1967-01-23;c o;FEMALE;Yes;Yes
A3JOM7N1;58;182;16;2002-01-31;b g;FEMALE;No;No
35ABF9D1;102;194;60;1957-07-03;k o;MALE;No;No
3GCN9KSJ;59;172;33;1984-12-22;k g;MALE;No;No
44MGC89N;88;180;38;1979-02-18;a l;FEMALE;Yes;No
D28U0PAP;75;171;65;1952-03-14;a l;FEMALE;No;Yes
RLLP6VIJ;80;182;55;1962-04-20;k g;MALE;No;Yes
2LQ2SZ9Y;109;181;40;1977-03-17;j l;MALE;Yes;No
U075ZSJI;104;186;10;2007-05-02;b o;FEMALE;Yes;No
7F306F6L;70;187;20;1997-04-23;k g;MALE;Yes;No
7S98WS3J;109;188;60;1957-10-18;t g;MALE;Yes;No
VJI87CAG;67;161;69;1948-05-03;j o;MALE;Yes;Yes
6PQ4XHY2;40;169;36;1981-05-25;b g;FEMALE;No;No
DQR6L50W;91;163;54;1963-10-05;k o;MALE;No;Yes
HETJQETK;101;183;64;1954-01-06;j g;MALE;No;Yes
MVQDOIO9;35;161;73;1944-12-10;b l;FEMALE;Yes;No
8OWACCEP;89;187;19;1998-09-29;j g;MALE;Yes;No
P15BEN7P;107;182;14;2003-05-12;k l;MALE;Yes;Yes
6K7MRBPR;77;199;61;1956-07-12;a l;FEMALE;Yes;Yes
KYISXE0K;96;166;15;2002-07-27;k o;MALE;No;No
A283AKUH;85;175;21;1996-07-18;a g;FEMALE;Yes;No
KWJ9HGBS;68;183;42;1975-05-23;t g;MALE;No;No
JZXGBNIJ;105;185;33;1984-10-26;b g;FEMALE;Yes;No
XJ4MN6M1;86;180;67;1950-11-13;c l;FEMALE;Yes;Yes
HLY0H0Y1;65;170;43;1974-10-16;t o;MALE;No;No
WFAEHUFW;82;173;42;1975-03-15;b g;FEMALE;No;Yes
VSXDD50G;49;166;39;1979-02-01;b l;FEMALE;No;Yes
JXE2FJ1V;85;167;19;1998-05-01;t g;MALE;Yes;Yes
ZRT3A5AX;34;164;49;1968-05-14;c g;FEMALE;No;No
6MJ80N3A;90;193;32;1985-03-09;c l;FEMALE;Yes;Yes
2YBG1DSC;102;195;41;1976-12-30;c o;FEMALE;No;No
DCEM8B7A;78;190;59;1958-12-07;j g;MALE;No;No
A0H0MLJH;70;169;14;2003-12-10;b o;FEMALE;No;Yes
F7KFGI9S;61;161;68;1949-04-12;j l;MALE;No;Yes
6929UYQO;55;170;64;1953-06-07;a l;FEMALE;No;Yes
ZSCSMA3H;50;160;49;1968-07-14;c o;FEMALE;No;Yes
MJWYCG0W;57;177;36;1981-03-11;j o;MALE;Yes;Yes
Q2U2M17U;38;168;59;1958-12-08;c o;FEMALE;Yes;No
WFJR4C5I;56;168;27;1990-07-27;t g;MALE;Yes;Yes
VCY9JGGB;89;197;63;1954-12-11;j g;MALE;Yes;Yes
LTWUNYHU;56;171;28;1989-05-07;b o;FEMALE;No;Yes
OSC6PWUF;52;170;25;1992-07-06;j l;MALE;No;No
JQBY6ASZ;73;179;57;1960-06-28;t l;MALE;No;Yes
NO6E986L;62;160;22;1996-02-01;c o;FEMALE;Yes;Yes
MBEIZ69Q;71;163;41;1976-09-09;j o;MALE;No;Yes
9MY0WC4C;78;190;30;1987-06-01;j l;MALE;No;Yes
3K0101W1;59;176;39;1978-08-14;b o;FEMALE;Yes;Yes
JUYEXQTQ;82;190;61;1956-12-27;t g;MALE;Yes;No
CV3Y4FGR;87;162;53;1965-01-23;j g;MALE;Yes;Yes
92Y9VRHR;72;174;54;1963-08-03;j l;MALE;Yes;Yes
Z4K4OY3X;86;185;44;1973-12-27;b g;FEMALE;No;Yes
QCU4SPFH;71;185;52;1966-01-28;b o;FEMALE;Yes;No
7VADSHP5;113;189;72;1945-03-24;t g;MALE;Yes;No
BLUDXDLV;79;177;27;1990-05-07;k l;MALE;Yes;No
QVRY0AL6;79;177;27;1990-12-19;t l;MALE;No;No
P3SX8XHA;75;185;74;1943-03-25;k l;MALE;No;No
QZVZSSXC;52;162;65;1952-08-05;t l;MALE;No;Yes
BTMBYTNQ;88;175;67;1950-12-05;b o;FEMALE;Yes;Yes
03OU5O9B;108;185;39;1978-11-14;k o;MALE;No;No
XJYFFWTG;97;196;26;1991-11-02;j g;MALE;No;Yes
PQDGBR0Z;107;197;60;1957-02-16;a o;FEMALE;Yes;Yes
GWXL2VZL;99;189;33;1984-08-01;k l;MALE;No;No
A07DP1K4;80;198;47;1970-09-17;a o;FEMALE;Yes;No
KP2MVOPU;81;164;62;1955-05-07;t g;MALE;Yes;Yes
W9K7SDUU;59;189;68;1949-09-28;c g;FEMALE;Yes;No
LP4T6NKL;63;162;45;1972-04-10;k o;MALE;No;Yes
PYJQPAB1;109;188;33;1985-01-03;k o;MALE;Yes;No
GRWQJUDX;64;185;56;1961-12-19;a o;FEMALE;No;No
DLIJ777G;100;189;62;1956-02-10;c o;FEMALE;Yes;Yes
OHDH13TT;76;188;30;1987-04-14;t l;MALE;Yes;No
MPDGRCP4;80;185;52;1965-09-28;b g;FEMALE;Yes;No
XYABZ8O8;94;184;38;1979-02-21;a l;FEMALE;Yes;Yes
54D90NG8;71;190;12;2005-11-21;j g;MALE;Yes;Yes
XRHH0GVK;83;193;42;1975-08-29;k l;MALE;Yes;Yes
J22EGBY1;85;182;14;2003-04-09;b l;FEMALE;No;Yes
20U6VFJA;98;175;56;1961-12-01;k l;MALE;Yes;Yes
9SIYUDOB;111;197;73;1944-05-16;j g;MALE;No;Yes
6ETD0X02;89;187;11;2006-07-15;b l;FEMALE;Yes;Yes
ACDPEXOX;69;181;17;2001-01-27;j o;MALE;Yes;No
WKYLHGFI;104;174;23;1994-04-17;j g;MALE;No;Yes
TTUGKCRF;58;184;65;1952-04-21;b o;FEMALE;No;No
TTVN3H8J;121;194;32;1985-05-19;t g;MALE;No;Yes
GBHOIFK9;62;173;27;1990-08-15;b g;FEMALE;No;Yes
L8AQBFAX;46;172;39;1978-03-18;c o;FEMALE;No;No
KIKXIXG8;113;192;12;2005-06-30;k l;MALE;No;Yes
7T0B2GVY;95;178;72;1945-05-06;b o;FEMALE;No;Yes
I1D9T75F;85;194;57;1960-12-11;b g;FEMALE;No;No
HLT225HT;106;191;37;1981-01-28;t l;MALE;No;No
WS1XKYGM;116;192;22;1995-03-04;k o;MALE;Yes;No
Y5BPWM5U;105;195;23;1994-02-26;t o;MALE;No;Yes
JDR6AMN1;64;193;69;1948-03-11;c g;FEMALE;Yes;Yes
V0J3GLIV;97;177;8;2009-05-04;t l;MALE;Yes;No
Z850GBK8;76;191;18;1999-07-12;k g;MALE;Yes;Yes
VSSHCLJN;83;193;68;1949-09-02;t l;MALE;Yes;No
N5GXU7G7;83;178;52;1965-03-05;t g;MALE;Yes;No
RW6H6RR6;93;190;21;1996-05-27;j g;MALE;Yes;No
MOR5NOXU;110;198;51;1966-02-18;t g;MALE;Yes;No
CMLU1YRP;74;185;60;1957-09-02;t o;MALE;No;Yes
WZDTDWPG;70;190;49;1969-01-26;k l;MALE;No;No
1TPSTH1O;56;162;16;2001-09-03;j o;MALE;No;Yes
SQ57JWII;53;170;9;2008-10-31;k l;MALE;Yes;No
AAS3P0FM;115;188;58;1959-08-09;j l;MALE;Yes;Yes
OWOZ7JHO;73;160;15;2002-11-28;a l;FEMALE;No;Yes
0QBNVM4Z;85;179;26;1992-02-08;t o;MALE;Yes;No
8QU2IES2;87;170;69;1948-09-05;k o;MALE;No;Yes
JKUV4U4B;77;175;44;1973-03-04;a o;FEMALE;Yes;Yes
W1APRE4M;63;161;27;1990-06-10;c l;FEMALE;No;No
YQ7HU50K;77;188;27;1990-02-11;a l;FEMALE;No;Yes
AF3YX2ZZ;74;192;41;1976-11-03;c o;FEMALE;Yes;Yes
C0GOX5GB;105;200;15;2002-03-16;a g;FEMALE;Yes;No
DM5OW1S3;101;181;45;1972-09-04;a l;FEMALE;No;No
U1JFJ995;60;184;58;1959-08-23;c l;FEMALE;Yes;Yes
MMMH98BU;78;184;12;2005-04-24;t g;MALE;No;No
ECGEC24I;100;174;36;1981-10-15;k l;MALE;Yes;No
913EGJIS;105;192;59;1958-08-08;t g;MALE;Yes;No
CN3N3Z1J;96;194;27;1990-11-04;b l;FEMALE;No;Yes
54NOSFSI;119;200;28;1990-02-06;a o;FEMALE;Yes;Yes
4GC88NX6;73;181;52;1965-04-06;b l;FEMALE;Yes;No
IUKS3NLF;52;175;25;1992-10-24;a g;FEMALE;Yes;Yes
M2YT5DQC;54;170;59;1958-07-07;k o;MALE;Yes;No
67YAOVWN;79;180;47;1970-09-27;b g;FEMALE;No;Yes
MK9RA6MW;81;186;8;2009-07-16;j g;MALE;No;No
E9ZWZ29D;96;176;34;1983-11-03;a o;FEMALE;No;No
HCOX9FGL;78;184;15;2002-11-03;j o;MALE;No;No
6TMZ5QBC;89;199;10;2007-10-01;c l;FEMALE;Yes;No
ZFWFNU7B;93;198;9;2008-06-05;t l;MALE;Yes;Yes
05PQ2R0C;71;167;28;1989-07-15;b g;FEMALE;Yes;No
JIRILPAV;95;193;22;1995-10-02;t g;MALE;Yes;No
MI31UHXG;88;179;77;1940-04-10;t o;MALE;No;Yes
7AJXLT7J;88;168;48;1969-05-23;t g;MALE;Yes;No
OMJJY1ZE;53;167;49;1968-06-12;t l;MALE;Yes;Yes
AXAORZ8U;72;193;74;1943-09-14;c l;FEMALE;Yes;Yes
ZPCLCFIR;75;181;23;1994-09-22;c g;FEMALE;No;Yes
9MKFTGQM;108;190;66;1951-05-12;c l;FEMALE;Yes;No
EAV0ZKHF;113;197;28;1989-02-27;j l;MALE;Yes;No
38SI0I5C;61;177;67;1950-05-24;k o;MALE;Yes;No
9696GO8H;87;171;11;2006-02-24;b l;FEMALE;No;Yes
DWOKLBU1;71;162;15;2002-09-17;a o;FEMALE;Yes;Yes
PJ2IVR6Q;85;169;39;1978-05-23;j o;MALE;No;Yes
JY9VP0YL;86;164;14;2003-10-14;j g;MALE;Yes;Yes
7TKBDYJ2;77;200;38;1979-10-06;b o;FEMALE;No;Yes
D4OTQN5B;82;200;19;1998-03-25;j g;MALE;No;Yes
1JJTJ20Z;80;182;27;1991-01-12;b g;FEMALE;Yes;Yes
OKCVTKKE;96;172;32;1985-04-10;k o;MALE;Yes;No
J0QPERFZ;94;174;49;1968-09-25;a l;FEMALE;Yes;Yes
O0ADEMS7;73;170;44;1973-07-23;b g;FEMALE;No;No
49PZUT5X;91;197;17;2000-05-01;b l;FEMALE;No;Yes
Z0PA815S;93;195;36;1981-03-01;a l;FEMALE;No;No
F0U5VO0E;79;183;62;1955-07-29;j l;MALE;Yes;Yes
9P4FMJ82;59;184;45;1973-01-02;c o;FEMALE;Yes;No
VH4GLYHT;93;193;60;1958-02-08;j l;MALE;No;Yes
VENNKRZO;95;193;28;1989-08-04;b o;FEMALE;Yes;Yes
GCTHWICU;84;183;32;1985-07-28;b o;FEMALE;Yes;No
F9V7GGO5;78;161;50;1967-07-27;c o;FEMALE;No;No
PW44150C;64;179;8;2009-07-02;a g;FEMALE;No;Yes
O2LQIC2U;78;180;55;1962-11-16;k l;MALE;Yes;Yes
TCW77JK9;97;173;34;1983-12-20;k g;MALE;Yes;Yes
ZTOCMEH6;102;197;66;1951-02-11;j o;MALE;No;Yes
2NIFGMH8;68;186;11;2006-03-08;c o;FEMALE;No;Yes
4MT2HAD8;59;167;60;1958-01-29;k g;MALE;No;Yes
DYKK2PTS;92;190;21;1996-04-23;k l;MALE;Yes;No
J7DY45FV;75;195;41;1977-02-09;a g;FEMALE;No;No
0NA7MTYU;77;167;14;2003-12-07;a o;FEMALE;Yes;Yes
KGR6UAT6;76;160;75;1942-12-10;t l;MALE;No;Yes
C73XPTE3;74;161;55;1962-10-26;j o;MALE;No;Yes
0G05DU1X;34;164;75;1942-07-21;b o;FEMALE;No;Yes
5F3S7OA4;60;184;25;1992-12-02;b l;FEMALE;No;Yes
2LUJ92R4;50;171;32;1985-07-10;c l;FEMALE;Yes;No
LX38FKKS;111;188;42;1975-08-27;t g;MALE;Yes;Yes
GJ2VEUK1;84;178;69;1948-06-22;j g;MALE;No;No
AJNIRFD8;116;200;43;1974-10-09;j g;MALE;No;No
CAMB9JGP;96;197;50;1968-01-01;b o;FEMALE;No;Yes
CHX75TOF;81;174;23;1994-06-10;b g;FEMALE;Yes;Yes
GBGTJJI9;117;190;42;1976-01-19;t l;MALE;Yes;No
PYWGVRX6;106;177;58;1959-12-09;j g;MALE;No;No
JTMINU05;112;183;14;2003-06-16;k g;MALE;No;No
PEBVKW0Z;71;167;10;2007-05-04;j g;MALE;Yes;No
L7DMKZSZ;52;166;13;2004-05-11;k o;MALE;No;No
QOWEM1CL;58;163;12;2006-01-18;k g;MALE;Yes;No
00NW9U6N;62;167;49;1968-12-27;b g;FEMALE;No;Yes
IFM5IBD1;112;192;77;1940-03-30;c l;FEMALE;No;Yes
2K4CHV8V;33;163;60;1957-08-07;c l;FEMALE;No;Yes
PR0RG3FH;87;194;16;2001-02-25;b o;FEMALE;No;No
1WLK3FSF;94;187;63;1954-06-28;c l;FEMALE;No;Yes
K00RHFGN;103;199;33;1984-06-20;t l;MALE;No;Yes
8TLDGCRT;95;185;66;1951-10-25;c g;FEMALE;No;Yes
LP1FFMNU;75;179;58;1959-12-09;k o;MALE;No;No
Z6GPGG1C;95;185;69;1948-04-23;b g;FEMALE;Yes;Yes
CL2V6JOI;59;169;28;1989-02-22;c g;FEMALE;Yes;No
09TZMJ28;100;190;75;1942-06-19;a o;FEMALE;No;No
PFSX60MQ;118;200;23;1994-05-30;a g;FEMALE;No;No
TLJSA99I;86;186;58;1959-08-21;a l;FEMALE;Yes;No
XXTX67I8;82;175;49;1968-12-27;c o;FEMALE;No;No
3GGMHWSN;106;179;36;1981-10-07;j o;MALE;No;No
H35PWM6X;69;177;62;1955-05-29;b g;FEMALE;No;No
M5QFPHXS;101;180;23;1994-06-14;j g;MALE;Yes;No
WVBT3Q7T;74;176;50;1967-07-26;b l;FEMALE;Yes;No
W51YYA1I;82;166;58;1959-10-09;t l;MALE;Yes;No
TU760IJG;41;166;51;1966-08-12;b g;FEMALE;Yes;Yes
2W0JNR86;43;165;73;1944-03-15;c o;FEMALE;Yes;No
3UQL6BH4;44;162;57;1960-08-30;a g;FEMALE;No;Yes
JOLXRGVK;90;194;62;1955-12-02;c l;FEMALE;Yes;Yes
C5CC7YP9;105;185;59;1958-10-21;t o;MALE;Yes;No
QBDILGF3;75;175;45;1972-08-27;j g;MALE;Yes;Yes
ACKIQU1Q;94;173;18;1999-03-16;j l;MALE;No;Yes
3G9J56O2;81;161;19;1999-01-18;t l;MALE;Yes;No
DCRA79VJ;101;192;20;1997-12-29;k l;MALE;Yes;No
MTOCAACB;94;169;27;1990-08-20;j g;MALE;Yes;Yes
NQXNVFLI;69;179;48;1970-01-29;t g;MALE;Yes;No
W98X7WXY;94;200;77;1940-10-19;t o;MALE;Yes;No
EDBS1OW7;60;177;36;1981-08-19;c g;FEMALE;No;No
OYT4UAN5;86;165;15;2002-07-08;j l;MALE;Yes;No
40F3IDYA;48;165;42;1975-06-26;t g;MALE;Yes;No
421TGGGS;119;200;77;1940-08-14;c l;FEMALE;Yes;No
YKS5NI0C;77;200;76;1941-03-08;c l;FEMALE;No;No
3PO3V221;44;161;9;2008-02-24;t o;MALE;Yes;Yes
BZN37FYR;81;180;61;1957-01-04;a o;FEMALE;No;No
9F4Q7ZEZ;53;166;48;1969-04-19;b g;FEMALE;No;Yes
TTA1IIVP;110;191;28;1989-02-11;t g;MALE;No;No
JDUNNM4Y;105;178;50;1967-06-18;k l;MALE;No;No
W149PU20;96;195;45;1972-09-12;a o;FEMALE;Yes;Yes
DOI564C7;80;191;41;1976-07-12;a o;FEMALE;No;Yes
FZZ70CG7;69;178;52;1965-11-05;t g;MALE;Yes;No
QYYXFQ5S;74;164;16;2002-02-09;k g;MALE;No;No
Q6MTE4K1;58;165;70;1947-12-08;a g;FEMALE;Yes;No
WRFDEY14;79;197;15;2002-08-25;a o;FEMALE;No;No
3P0Q6JEB;95;176;24;1994-01-01;j g;MALE;No;No
LWKVSXNE;85;173;77;1940-10-25;c g;FEMALE;Yes;Yes
AP8QDXPL;83;183;28;1989-08-05;k g;MALE;No;Yes
WOYL7LP5;62;170;30;1987-12-16;k l;MALE;Yes;No
PS7ZXVD6;93;186;12;2006-02-01;b g;FEMALE;Yes;Yes
FYBP5FRB;66;178;35;1983-01-11;c g;FEMALE;Yes;No
96EGMGYO;70;196;48;1969-11-09;a g;FEMALE;No;No
VNC5HCBL;59;166;57;1960-06-30;c l;FEMALE;Yes;No
RYMDKZL4;102;174;70;1947-06-05;j o;MALE;No;No
8CONY7V0;59;166;48;1969-11-30;k l;MALE;Yes;No
C9Q332ZW;76;173;23;1994-12-13;a g;FEMALE;No;No
Y8B08SJP;65;185;71;1946-05-20;c g;FEMALE;Yes;Yes
FKD70VX3;81;176;46;1971-11-21;t l;MALE;No;Yes
DCFFPLCK;72;183;26;1991-08-19;k o;MALE;Yes;No
MSIQHPU6;71;161;75;1942-05-19;a o;FEMALE;Yes;No
FP3B6F7J;90;174;54;1963-04-06;t o;MALE;No;No
X0BSHQ00;106;190;15;2002-04-24;c o;FEMALE;Yes;No
EJC3CCWT;108;184;24;1993-12-18;t l;MALE;No;Yes
8KF8N5RI;80;183;33;1984-03-28;j o;MALE;Yes;No
RFZNC81Q;90;198;46;1971-09-18;k o;MALE;Yes;No
T7HPFG62;116;200;15;2002-11-14;j o;MALE;No;Yes
YW7KOF1L;87;160;58;1959-08-26;k l;MALE;No;Yes
J8JDHA3Q;94;189;72;1946-01-09;b g;FEMALE;No;Yes
0CCY0LL0;78;189;72;1945-06-03;a l;FEMALE;Yes;No
ENO5TW3W;90;179;56;1961-08-27;j g;MALE;Yes;No
3ZH8QBGQ;53;163;14;2003-08-10;c o;FEMALE;No;No
DRJTCRFY;58;174;16;2001-03-10;c o;FEMALE;Yes;No
2P397BNU;93;198;51;1966-09-15;k g;MALE;Yes;Yes
JSY3VQQ6;62;175;54;1963-11-19;b o;FEMALE;Yes;Yes
CQTCW62N;109;190;61;1956-10-15;a l;FEMALE;No;No
BXOFJR9X;53;181;11;2006-11-12;b o;FEMALE;Yes;No
D4REJUZC;95;175;42;1975-08-31;b o;FEMALE;No;No
DUKI4EUV;102;180;77;1940-06-03;k l;MALE;No;No
96C541K9;88;183;64;1953-04-24;a o;FEMALE;Yes;No
3AXACIYO;119;200;31;1986-12-25;t g;MALE;No;No
1Q0FDYQJ;79;168;38;1979-07-23;t o;MALE;No;No
T8WNRY8J;73;177;70;1947-11-24;a o;FEMALE;No;Yes
KEM64QYF;98;175;35;1982-02-11;j g;MALE;No;No
RTA6YK85;59;180;23;1994-12-10;b l;FEMALE;No;Yes
ZP8KZ72H;72;182;49;1968-10-05;k o;MALE;No;Yes
6MCWAUXP;88;171;71;1946-04-10;b l;FEMALE;Yes;Yes
6MJ239JF;72;177;16;2002-01-26;b l;FEMALE;Yes;Yes
ZSUR1S9X;110;191;36;1982-02-06;c o;FEMALE;Yes;No
Q2CC70UQ;60;172;21;1997-01-03;b l;FEMALE;Yes;No
8JD6DY7I;45;172;31;1986-02-18;a o;FEMALE;Yes;No
ATNMHQPN;69;160;39;1978-12-20;j g;MALE;Yes;Yes
U5TFT1SQ;73;173;73;1944-12-14;a l;FEMALE;No;Yes
6KFB9OLE;117;189;32;1985-10-28;t g;MALE;Yes;Yes
HUZF6IOZ;60;162;67;1950-08-21;a o;FEMALE;Yes;Yes
RYBSQ024;74;169;22;1996-01-16;c l;FEMALE;Yes;No
4RDCOKI0;67;183;65;1952-10-29;k o;MALE;No;Yes
62P0WNMO;78;185;64;1953-09-29;j l;MALE;Yes;Yes
FGA4RGLU;108;190;14;2003-12-28;b o;FEMALE;Yes;No
TUIT17CK;59;160;73;1944-06-18;k g;MALE;Yes;Yes
GGK37RIZ;72;178;69;1949-01-23;t l;MALE;Yes;No
EZCK0L27;79;161;63;1954-04-06;k l;MALE;Yes;Yes
ZW675PKX;104;191;57;1961-01-04;t o;MALE;No;No
0Y5IIE4G;96;198;76;1941-04-27;k o;MALE;No;No
M8MSK2IH;85;196;15;2002-06-20;b g;FEMALE;Yes;No
P810OOIZ;105;190;58;1959-06-21;t o;MALE;No;No
VOTD6BP3;97;181;72;1945-12-18;j l;MALE;Yes;Yes
UG9QZLNY;85;174;20;1997-03-22;a o;FEMALE;No;Yes
P0J45LKO;102;179;38;1979-05-10;t o;MALE;Yes;No
ZWVEPT9B;63;168;18;1999-08-07;k o;MALE;Yes;Yes
NTPO3771;96;168;62;1955-09-06;t o;MALE;No;Yes
5BFPXQRN;97;194;53;1964-11-14;c l;FEMALE;No;No
ME313ETH;75;193;36;1981-03-18;t o;MALE;Yes;No
2EEJSYZC;60;172;30;1987-07-25;b l;FEMALE;No;No
EF2LENVI;91;164;30;1987-04-22;j o;MALE;No;No
5D6TBZDS;71;191;61;1956-09-27;t g;MALE;Yes;No
I5ZJ7AN5;72;187;67;1951-01-20;t g;MALE;Yes;Yes
824P2TZ8;33;161;65;1952-03-12;c g;FEMALE;Yes;Yes
UCJEWS6Y;101;192;36;1981-02-19;b o;FEMALE;Yes;Yes
DBN812FX;82;196;38;1979-03-13;j o;MALE;No;No
UV1HZ1FO;59;172;46;1972-02-07;a l;FEMALE;Yes;No
63RIRZ9E;43;170;40;1977-09-05;c g;FEMALE;No;No
UOCWALEF;104;194;26;1991-06-15;c g;FEMALE;Yes;Yes
UKB3DMM4;118;195;55;1962-05-28;k o;MALE;Yes;Yes
2LZZLO70;67;183;27;1990-08-29;t l;MALE;No;No
Q5VEXK78;60;175;65;1952-09-10;k g;MALE;No;Yes
Q3C1JPPX;72;180;70;1948-01-05;t g;MALE;Yes;Yes
P4RKLBLE;89;193;55;1962-08-03;t l;MALE;Yes;Yes
4JF5PLC8;56;181;58;1959-07-07;a g;FEMALE;No;Yes
TZ3W1CBR;118;194;69;1949-01-22;t l;MALE;No;No
3O0LS344;60;189;30;1987-07-19;b g;FEMALE;No;Yes
HMEFY1SP;96;188;43;1975-01-19;j l;MALE;Yes;No
56GMIQ0E;67;192;61;1956-04-04;b g;FEMALE;No;No
5LO4ENQG;69;181;46;1971-10-29;k o;MALE;Yes;Yes
XV90XCLO;55;165;64;1953-08-04;a l;FEMALE;No;Yes
2P9SAWWH;64;185;75;1942-08-20;c g;FEMALE;Yes;No
WK2MPO90;72;165;12;2005-03-01;j o;MALE;No;No
F6092WAA;76;193;34;1983-04-16;t l;MALE;Yes;Yes
RRDEQ3SC;65;162;62;1955-03-30;t l;MALE;No;No
9HLIXQG6;55;168;49;1969-01-14;a l;FEMALE;Yes;No
3GM3BXBT;109;197;64;1953-08-23;k g;MALE;No;Yes
1J0ONIS0;91;182;67;1950-03-27;a o;FEMALE;Yes;No
AVAXQNOY;76;172;26;1991-04-07;c o;FEMALE;Yes;Yes
H67GA71W;47;166;25;1992-09-06;t o;MALE;Yes;No
G8XAADS1;59;160;37;1980-02-22;j o;MALE;No;No
89TI3HTV;80;184;49;1968-12-15;k l;MALE;No;Yes
KGWLPSM8;116;200;26;1991-05-03;b l;FEMALE;No;Yes
VNABIVP1;86;182;39;1978-05-28;t o;MALE;Yes;No
XP8HOZ2G;83;176;38;1979-09-08;c l;FEMALE;Yes;Yes
H9XLQ88W;76;170;57;1960-09-08;t o;MALE;No;No
MKAEU5CC;88;180;54;1963-08-29;c l;FEMALE;No;No
DR397TOX;71;174;30;1987-10-07;a l;FEMALE;Yes;No
MRYIIOM5;55;160;76;1942-02-04;j l;MALE;Yes;Yes
VQ26Z8LL;83;167;46;1971-10-21;j o;MALE;No;Yes
PCTW066E;71;169;22;1995-07-07;k l;MALE;No;Yes
J2BQASWK;124;197;61;1956-05-25;k g;MALE;No;No
IZRAHQQG;95;194;77;1940-05-18;k l;MALE;Yes;No
3HO3AQY8;109;193;57;1960-07-15;j l;MALE;Yes;No
Z6UX1MVT;66;180;62;1956-02-06;c l;FEMALE;No;Yes
4SGEWD8L;81;164;54;1963-12-29;c o;FEMALE;Yes;Yes
5F1YVLB4;105;187;67;1950-12-18;j o;MALE;No;Yes
DNAEY8HQ;93;184;35;1982-03-02;t l;MALE;No;No
MEULDLW1;40;163;37;1980-03-01;c o;FEMALE;No;Yes
HSRK8IOK;64;177;73;1945-02-09;a o;FEMALE;No;No
YMY89KBS;58;173;27;1990-06-30;a l;FEMALE;Yes;No
5LE3RGBS;87;188;65;1952-09-03;t o;MALE;Yes;No
JLXS6QE6;84;179;52;1965-05-07;b l;FEMALE;No;Yes
FYL8E8TX;52;166;31;1986-09-29;c g;FEMALE;No;Yes
6A3LQO00;64;168;32;1985-07-03;c o;FEMALE;Yes;No
IJJ1KQYW;99;193;15;2002-04-24;k l;MALE;No;Yes
4G6DIX8M;124;197;70;1947-03-03;k o;MALE;Yes;Yes
PGHO41VI;87;188;47;1970-05-03;a g;FEMALE;No;Yes
UOEXUJQK;95;189;26;1991-07-16;k l;MALE;No;Yes
S318UQN8;70;163;73;1944-03-11;c l;FEMALE;No;Yes
U03SUHIY;90;166;60;1957-02-15;k o;MALE;Yes;No
M7GIGETZ;82;180;74;1943-02-16;t o;MALE;No;No
8GV97YRS;78;190;43;1974-10-31;k g;MALE;No;No
QISOE2JK;112;199;56;1961-07-09;b l;FEMALE;No;Yes
YWR8K22W;87;164;11;2007-01-12;j l;MALE;Yes;Yes
URZ3J59O;95;187;21;1996-11-09;b o;FEMALE;No;Yes
XR2J2ID9;80;174;24;1993-04-30;b o;FEMALE;No;No
JV6V2Z58;54;173;40;1978-01-27;t g;MALE;Yes;No
A76LLW61;77;185;15;2002-11-04;c l;FEMALE;Yes;Yes
5LCSMYLC;95;182;43;1974-12-07;k o;MALE;No;Yes
Z2QTHL69;76;185;38;1979-03-10;t l;MALE;No;Yes
WGX5Z35A;65;182;74;1943-10-24;a l;FEMALE;No;No
C6DENLYK;71;171;43;1974-06-20;j o;MALE;Yes;Yes
XBO8NLJF;47;165;49;1968-07-14;c o;FEMALE;No;No
RZARUU23;91;178;64;1953-11-11;c g;FEMALE;No;Yes
CVABVF6R;122;198;20;1997-09-19;j o;MALE;No;Yes
LSZBR914;58;171;55;1962-12-07;b l;FEMALE;No;No
BJH3S9F8;62;176;10;2007-07-09;k o;MALE;Yes;No
V8OWDF39;66;178;24;1993-12-01;b g;FEMALE;Yes;No
QU6JRAC2;75;181;28;1989-08-07;k l;MALE;No;Yes
B7PJUH41;79;191;68;1949-08-22;b l;FEMALE;No;No
I1OSIQON;81;170;34;1983-06-03;k l;MALE;No;Yes
4H4XTHNC;85;174;72;1945-08-13;j l;MALE;Yes;Yes
1OZSMODB;52;161;9;2008-10-28;a l;FEMALE;Yes;No
A912V6XQ;70;174;32;1985-09-28;b l;FEMALE;Yes;Yes
ALV27B3N;99;176;9;2008-06-02;j g;MALE;Yes;Yes
SYK8ZZO4;101;196;41;1976-03-29;a g;FEMALE;No;Yes
Q2ZNBB34;78;185;25;1992-02-16;a o;FEMALE;Yes;No
9J7RN9KJ;45;160;19;1998-12-12;j l;MALE;Yes;Yes
SYF90J5F;70;160;71;1946-05-03;t l;MALE;Yes;Yes
TPYH9H63;37;166;24;1993-11-02;c g;FEMALE;Yes;Yes
NNFN1CN6;56;186;63;1955-02-10;a g;FEMALE;Yes;Yes
